domaine,section,url,sentence,caracter_count,length_class
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/04/28/li-may-ragal-laaj-tontu-ak-doktoor-seydu-jallo-ii/,Paap Aali Jàllo : Noo gise dogal ak matuwaay yi nguuru Senegaal jël ngir xeex mbas mi ?,87,50->100
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/04/28/li-may-ragal-laaj-tontu-ak-doktoor-seydu-jallo-ii/#respond,Paap Aali Jàllo : Noo gise dogal ak matuwaay yi nguuru Senegaal jël ngir xeex mbas mi ?,87,50->100
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2019/11/21/mag-sama-gor-du-ragal-du-wor/#comments,"Jàmm ak salaam ñeel na la. Sa rakk a lay nuyu, di la ndokkeel, di la jox sa wàccuwaay.",86,50->100
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/05/10/ay-du-yem-ci-boppu-boroom/,"Ruwàndaa bokk na tey ci réew yi ñu gën a naw ci Afrig waaye du tax kenn fàtte la fa xewoon ci atum 1994. Kodiwaar tamit, démb rekk la woon. Kon mbirum waaso ak xeet du lu ñuy kafe.",180,150->200
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/05/10/ay-du-yem-ci-boppu-boroom/#respond,"Ruwàndaa bokk na tey ci réew yi ñu gën a naw ci Afrig waaye du tax kenn fàtte la fa xewoon ci atum 1994. Kodiwaar tamit, démb rekk la woon. Kon mbirum waaso ak xeet du lu ñuy kafe.",180,150->200
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/22/kan-mooy-usmaan-sonko/,Kan nag mooy gone gii wutewul ak cuuraayu dëmm ci Maki Sàll ak i nitam ? Lu tax ñu ragal ko ba mu leen di jëfurloo ?,116,100->150
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/22/kan-mooy-usmaan-sonko/#respond,Kan nag mooy gone gii wutewul ak cuuraayu dëmm ci Maki Sàll ak i nitam ? Lu tax ñu ragal ko ba mu leen di jëfurloo ?,116,100->150
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/17/kan-mooy-isaa-sall/,"1. Ñaari melo -nëtëx, weex- ak ñaari picc",41,0->50
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/17/kan-mooy-isaa-sall/#respond,"1. Ñaari melo -nëtëx, weex- ak ñaari picc",41,0->50
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/09/kan-mooy-idiriisa-sekk/,"Ci màrs 1990 la jëkk a doon jawriñ cig nguuru Senegaal. Mooy jamono ja Abdu Juuf yaatalee gornmaam, xajal ci kujje gi. Ñaari at yi jiitu woon loolu, nag, ay yëngu-yëngu yu metti amoon nañu Senegaal. Niñ koy waxe rekk : ginnaaw ay, jàmm. Idi la Juuf dénkoon njula mi.",266,250->300
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/09/kan-mooy-idiriisa-sekk/#respond,"Ci màrs 1990 la jëkk a doon jawriñ cig nguuru Senegaal. Mooy jamono ja Abdu Juuf yaatalee gornmaam, xajal ci kujje gi. Ñaari at yi jiitu woon loolu, nag, ay yëngu-yëngu yu metti amoon nañu Senegaal. Niñ koy waxe rekk : ginnaaw ay, jàmm. Idi la Juuf dénkoon njula mi.",266,250->300
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/01/30/kan-mooymaki-sall/,"Bu ko defee, nan tàmbaleek Maki Sàll, njiitu réew mi bëgg ñu falaat ko.",71,50->100
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/01/30/kan-mooymaki-sall/#respond,"Bu ko defee, nan tàmbaleek Maki Sàll, njiitu réew mi bëgg ñu falaat ko.",71,50->100
https://www.defuwaxu.com,WAXLEEN SEEN XALAAT,https://www.defuwaxu.com/2019/03/18/mbemestal-ci-jaar-jaaru-allaaji-omar-taal/#respond,"Àllaaji Omar jaaroon na Misra, siggil fa der bu ñuul. Boroom xam-xami Misra xawoon nanu koo xeeb ngir wirgo deram, wànte bim jëflaanteek ñoom ba noppi, ñoom ñépp a luum.",169,150->200
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/05/16/fallu-siise-fekki-na-kocc-barma/,"Ñaar a ma tax a fàttali loolu, tey. Benn : boroom xam-xam yi mel ne Fàllu Siise duñuy faral di móol i téere di ci dëxéñ xam-xam boobuy tax bu ñu fi jógee mu des fi ba seeni sët ak seeni sëtaat jot ci ba sax gën koo ñoŋal. Ñaareel bi moo di ne seen xam-xam du wasaaroo ndax day saf baatin ba tax ñu néew a ciy jot jaare ko ci ag tarbiya.",336,300->350
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/05/16/seex-beeco-cuun-atte-yallaa-gen-bu-nit/,"Kan lañu doon àtte ? Sëriñ Séex Beeco Cuun, di Xalifa di yit kilifa cantaakon yi.",81,50->100
https://www.defuwaxu.com,FÀTTALIKU DÉMB,https://www.defuwaxu.com/2019/05/30/saartjie-baartman-ndaw-sa-tubaab-yi-defoon-mala/,"Saartjie Baartman as ndaw su jekkoon, ab diriyànke bu amoon waŋ ak i ween yu réy lool la woon. Mu jaaxaloon tubaab yi, ba tax fu nekk lañuy jóge ngir deñsi-kumpa soxna si. Noonu la Tubaab bi nekke woon ak moom, xàwwi suturaam, dëkke koo toroxal. Yenn saa yi sax ñii làmbatu ko, ñee siif ko, ñeneen ñi di ko jam ak seen parasol ak yu ni mel.",340,300->350
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/03/24/koronaawirisloo-nu-naral/,"Li ko dale altine, 2eelu fan ci weeru màrs ba tey jii, bés bu nekk ñu jot cib yégle bu bawoo ci njawriñu wér-gi-yaram geek ndimbalug mbootaay gi ñeel Covid-19 biy doxantu ci biir réew mi.",187,150->200
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/03/24/koronaawirisloo-nu-naral/#respond,"Li ko dale altine, 2eelu fan ci weeru màrs ba tey jii, bés bu nekk ñu jot cib yégle bu bawoo ci njawriñu wér-gi-yaram geek ndimbalug mbootaay gi ñeel Covid-19 biy doxantu ci biir réew mi.",187,150->200
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/01/27/balla-gay-moodu-loo-naar-ci-dara/#respond,"Bu loolu weesoo, lees ci war a jànge mooy ne : démb, ñi daan tëgg làmb jeek ñi daan bëre — beykat yi — duggewuñu ko woon wut alal walla màkkaan. N1épp xam nañu ni sunu maam yi bey lañ daan dundale seen njaboot. Te saa yoo nee mbey, xel yépp dem ci fulla, xareñ ak muñ, ñuy ay tànnéef ci jikko yi. Bu nu delloo cosaan daal, góor balay sëgg bëre, fàww mu doon ab ndàndi, ñu weg ko fa mu bawoo. Wax dëgg, royukaay noonu lay mel, dangay siggil saw tund, siggil saw askan, waaye yit dangay nekk sagal say way-jur ak sa njaboot.",522,500->550
https://www.defuwaxu.com,FÀTTALIKU DÉMB,https://www.defuwaxu.com/2019/05/30/saartjie-baartman-ndaw-sa-tubaab-yi-defoon-mala/#respond,"Saartjie Baartman as ndaw su jekkoon, ab diriyànke bu amoon waŋ ak i ween yu réy lool la woon. Mu jaaxaloon tubaab yi, ba tax fu nekk lañuy jóge ngir deñsi-kumpa soxna si. Noonu la Tubaab bi nekke woon ak moom, xàwwi suturaam, dëkke koo toroxal. Yenn saa yi sax ñii làmbatu ko, ñee siif ko, ñeneen ñi di ko jam ak seen parasol ak yu ni mel.",340,300->350
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/04/06/koronaa-jat-na-paap-juuf-gaynde-gaynde-yi/,"Paap Juuf mi ngi juddu bésub 18eel weeru desàmbar atum 1951 ca Abese, réewum Càdd. Taskatu xibaar la woon (liggéey na ci La Marseillaise ak Le Sport), nekkoon ndawal futbalkat, manatsëeru tàggat-yaram ak njiitu këlëbu futbal “Olympique de Marseille’’ dale ko 2005 ba 2009.",272,250->300
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/04/06/koronaa-jat-na-paap-juuf-gaynde-gaynde-yi/#respond,"Paap Juuf mi ngi juddu bésub 18eel weeru desàmbar atum 1951 ca Abese, réewum Càdd. Taskatu xibaar la woon (liggéey na ci La Marseillaise ak Le Sport), nekkoon ndawal futbalkat, manatsëeru tàggat-yaram ak njiitu këlëbu futbal “Olympique de Marseille’’ dale ko 2005 ba 2009.",272,250->300
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2019/08/15/naareelu-xaaju-waxtaanu-mamadu-jallo-ak-ndongo-samba/,"Li nga wax dox na waar, di !",28,0->50
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2019/08/15/naareelu-xaaju-waxtaanu-mamadu-jallo-ak-ndongo-samba/#respond,"Li nga wax dox na waar, di !",28,0->50
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/02/09/sigaret-baaxul-waaye-afrig-la-yeese/,"Bi ñu siiwalee li Marie Maurisse bind, Philip Morris, këru liggéeyukaay gu mag gi ubbi fii Senegal ab isinu sigaret, daldi nay tontu. Ñaari mbir a jar a fësal ci li mu wax : bu jëkk bi moo di ne Philip Morris weddiwul ni sigaret yi muy jaay Senegaal ñoo yées yi ñuy jaay Ërob ; ñaareel bi, nag, mooy, sunu wér-gi-yaram gi ñuy fowe, nee na ci li ko nguuru Senegaal may la ko teg. Waa OMS, kurél gi ñu dénk lépp lu jëm ci wér-gi-yaram ci àddina si, firndeel nañ ni fileek 2030, limu tóxkati Afrig yi dina ful ñaari yoon. Ërob moom, tàmbalee naa xeex ak doole sigaret, ngir aar ay ndawam, fexe ba ñu bàyyee tóx. Looloo tax defarkati sigaret yu mel ni Philip Morris jàpp ne liggéey ak Afrig moo fi sës, sunu réew yi amal leen lool solo. Ci gàttal, nun nooy seeni nooy-neex, seen yoon newul ci sunu wér-gi-yaram. Bu sunuy njiit amoon fullaak faayda, yittewoo seen bànneexu askan, neneen la mbir miy deme.",899,850->900
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/02/09/sigaret-baaxul-waaye-afrig-la-yeese/#respond,"Bi ñu siiwalee li Marie Maurisse bind, Philip Morris, këru liggéeyukaay gu mag gi ubbi fii Senegal ab isinu sigaret, daldi nay tontu. Ñaari mbir a jar a fësal ci li mu wax : bu jëkk bi moo di ne Philip Morris weddiwul ni sigaret yi muy jaay Senegaal ñoo yées yi ñuy jaay Ërob ; ñaareel bi, nag, mooy, sunu wér-gi-yaram gi ñuy fowe, nee na ci li ko nguuru Senegaal may la ko teg. Waa OMS, kurél gi ñu dénk lépp lu jëm ci wér-gi-yaram ci àddina si, firndeel nañ ni fileek 2030, limu tóxkati Afrig yi dina ful ñaari yoon. Ërob moom, tàmbalee naa xeex ak doole sigaret, ngir aar ay ndawam, fexe ba ñu bàyyee tóx. Looloo tax defarkati sigaret yu mel ni Philip Morris jàpp ne liggéey ak Afrig moo fi sës, sunu réew yi amal leen lool solo. Ci gàttal, nun nooy seeni nooy-neex, seen yoon newul ci sunu wér-gi-yaram. Bu sunuy njiit amoon fullaak faayda, yittewoo seen bànneexu askan, neneen la mbir miy deme.",899,850->900
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/06/10/fukki-simili-yi-soppi-amerig-ba-faww/,"Bi 19iw57is jotee, lañ woo pólis ne leen George Floyd xaalis bu baaxul la jënde ay sigaret. Ñu teg ci ne dafa màndi, mel ni ku àndul ak xelam. Nes-tuut, 2i takk-der agsi ca béreb ba, Thomas Lane ak J. Alexander Kueng ; ñu daldi taxaw ci kanamu oto bi George Floyd nekkoon. Thomas Lane daldi génne fetelam ci saa si te kenn xamul lu tax mu def ko. Ci la sante George Floyd mu teg i loxoom ci wolaŋ bi. Noonu, ci diirub 2i simili, Lane roofaat na fetelam ba génne Floyd ci oto bi, takkal koy manot. Ci la ko beneen takk-der bi, Kueng, sësale ci benn miir. Ba tey, George Floyd fippuwul, xataraayuwul : luñ ko defloo, mu def ko. Ginnaaw gi la ko takk-der yi dëje ci suuf, beneen oto pólis fekksi leen fa.",701,700->750
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/17/afrig-ak-koronaa-afrig-ginnaaw-koronaa/,"Wax dëgg, Covid-19 bi musiba la, waaye booy seet ku mën a yar mag la.",69,50->100
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/17/bes-bu-mbas-mi-xeyee-ne-mes/,"Senegaal war naa soppi doxalinam su bëggee bokk ci réew yiy raw ëllëg. Sunu réew mii, am nay boroom xam-xam yu ràññeeku, ba tax nu xalaat ni menn réew ci àddina waru koo gën demin.",180,150->200
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/17/jang-ak-jangale-ci-jamonoy-mbas/,"Xale yi gëmewuñu ko woon. Lu tol ni lekool di tëj ci diggu at mi, du muur mburaake la. Ñu kontaan, naan ndax Yàlla nu nopalu. Waaye diir bu gàtt moo ci tegu, ñu tàmbalee laaj seen i way-jur kañ lañuy dellu lekool. Li am moo di ne dañoo dem ba namm seen i xarit, bëgg a fo ak ñoom mbaa xéy rekk gàddu seen saak, sàkkuji xam-xam, jàng lu bees. Rax-ci-dolli, tey, fi mbas mi tollu, kenn xamul ndax lekool dina ubbiwaat ren am déet.",428,400->450
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2020/01/03/ngalla-bunu-jaawale-eco-ak-eco/,"“Bi Alassane Ouattara ak Macron siiwale liñ naal ñeel ECO biñ wax ne mooy wuutu CFA bi ci atum 2020 ba léegi, coow li bare na lool. Mu am ay lënt-lënt yu bare yiy jur réer ak réeroo ñeel naalub ECO bi. Dara waralu ko nag, lu-dul ne ñu bare dañ réere lenn mbir : ECO bi CEDEAO di togg li ko dale atum 2000 ba tey, bokkul ak ECO bi UEMOA bëgg amal. Kon, ñoo ngi jaawale ñaari weccit yu bokkul doonte réewi UEMOA yi bokk nañ ci CEDEAO ak naalub ECO bim sumboon. Ma bëggoon cee indiy leeral yu am solo ndeem bëgg nanoo sàmm naalub bennale wecciti réewi CEDEAO yi, te muy ECO bu wér bi. Li ma ci namm mooy gindi ci askan wi ngir mu bañ a jaawale ECO bI CEDEAO sumb (te mooy bu baax bi) ak ECO bi Alassane Ouattara yégle keroog moom ak Macron te mu ñeel réewi UEMOA yi rekk (te muy biral ba tey nootaange).",800,750->800
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2019/11/21/mag-sama-gor-du-ragal-du-wor/,"Ginnaaw loolu, xamal ni kat, sa mbokku cosaan mi nga bokkal maam, di sa mbokku aada, moo namm a waxtaan ak yow tey. Bataaxal bii ngay jàngsi, mi ngi bawoo cib maxejj bu bëgg réewam, mu jaral ko lu ne, fu ne, te xaaru ci kenn walla lenn, muy xaalis walla ndombog-tànk. Duggewuma ko wanewu. Te yit, jubluwuma ci ŋàññ la, walla di yàq sa der. Nde, doo sama noon, te noonoowuma la ; doo sama wujj, te wujjewumaak yow. Tamit, rambaaj walla naaféq taxumaa jóg. Kon, jàppal ni bataaxal bii, jàmm rekk la wund, ñeel nekkinu Mali gi nu bokk ak i doomam, te nga boole leen jiite. Bu ko defee, naŋ ko jànge xel, bañ koo jànge xol.",619,600->650
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/11/21/afrig-lu-la-tax-a-des-ginnaaw/,"Moom kay, tubaab bi jàppewuleen woon niy nit. Dañ leen daan liggéeyloo niy mbaam ci tool yi. Di leen dóor ak a toroxal guddeek bëccëg, ñuy lekk tuuti, di liggéey lu bare. Nit ku ñuul amul woon benn sañ-sañ ci boppam. Tubaab bi dafa jàppoon ni, Yàlla moom la bindal nit ku ñuul ngir mu doon jaamam. Loolu la seen njiiti jàngu yi doon gëmloowaate, di wëlbati waxi Biibal bi, di kàcc rekk di dajale. Jigéen ñi, ñoom, dañ leen daan siif saa su nekk, di leen tëdde. Xonq-nopp bu ci sa nëq tàng, nga fab kenn dëpp sa kow lal, faj sa aajo. Te, sax, àggoon nañ ci yoonal seen caay-caay googu.",584,550->600
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/11/21/demb-ak-teyu-doxandeemi-itali-yi/,"Naka la mbir mi deme ? Ňaari melokaan, ňaari jikko yu wute lool ci ay doomi-adama yu bokk fi ňu jóge.",101,100->150
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/11/21/waaw-ana-ku-boom-omar-bolonden-joob/,"Loolu la Omar Bolondeŋ Jóob ak i àndandoom doon xeex. Ndax kat, Seŋoor dafa jébbalu woon ci Farãs ba nga xam ne, buñ tisóoliwaan Pari, mu ne yaaram-kàlla. Am jamono, Seŋoor sumboon fi liggéey bu mag ñeel mbeddi ndakaaru yi, santaane ñu set-setal gox-goxaat yi ngir laabal leen. Te, nag, duggewu ko woon lenn lu dul teeru Pompidou mi jiite woon Farãs, ngir bégal ko. Loolu metti lool Omar Bolondeŋ Jóob ak i rakkam ba tax ñu demoon taali Njawriñu Liggéeyu caytu gi ak Kërug aada ak cosaan gu Farãs ci Ndakaaru, ñu doon ko wax « Centre culturel français ».",554,550->600
https://www.defuwaxu.com,COKKAASU ODIA,https://www.defuwaxu.com/2020/04/19/ndimbalu-xeex-koronaa/,Dof mooy ku jiitalul xelam”,27,0->50
https://www.defuwaxu.com,NATAALI AYUBÉS BI,https://www.defuwaxu.com/2020/03/24/sey-xare-la/,Dof mooy ku jiitalul xelam”,27,0->50
https://www.defuwaxu.com,COKKAASU ODIA,https://www.defuwaxu.com/2019/05/15/ker-serin-nomination/,Dof mooy ku jiitalul xelam”,27,0->50
https://www.defuwaxu.com,WAXLEEN SEEN XALAAT,https://www.defuwaxu.com/2019/03/18/mbemestal-ci-jaar-jaaru-allaaji-omar-taal/,"Ba mu ajee Màkka la taseek Muhamadu Xaali nekk taalibeem ay weeri weer. Muhamadu Xaali natt ko ci bépp anam, def ko Xalifa ci ndigalu Seex Ahmad Tiijaani.",154,150->200
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/06/10/usmaan-sonko-maki-sall-cuune-la-di-def-yefi-cuune/,USMAAN SONKO :,14,0->50
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/06/10/usmaan-sonko-maki-sall-cuune-la-di-def-yefi-cuune/#respond,USMAAN SONKO :,14,0->50
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/06/10/fukki-simili-yi-soppi-amerig-ba-faww/#respond,"Bi 19iw57is jotee, lañ woo pólis ne leen George Floyd xaalis bu baaxul la jënde ay sigaret. Ñu teg ci ne dafa màndi, mel ni ku àndul ak xelam. Nes-tuut, 2i takk-der agsi ca béreb ba, Thomas Lane ak J. Alexander Kueng ; ñu daldi taxaw ci kanamu oto bi George Floyd nekkoon. Thomas Lane daldi génne fetelam ci saa si te kenn xamul lu tax mu def ko. Ci la sante George Floyd mu teg i loxoom ci wolaŋ bi. Noonu, ci diirub 2i simili, Lane roofaat na fetelam ba génne Floyd ci oto bi, takkal koy manot. Ci la ko beneen takk-der bi, Kueng, sësale ci benn miir. Ba tey, George Floyd fippuwul, xataraayuwul : luñ ko defloo, mu def ko. Ginnaaw gi la ko takk-der yi dëje ci suuf, beneen oto pólis fekksi leen fa.",701,700->750
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/17/afrig-ak-koronaa-afrig-ginnaaw-koronaa/#respond,"Wax dëgg, Covid-19 bi musiba la, waaye booy seet ku mën a yar mag la.",69,50->100
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/17/bes-bu-mbas-mi-xeyee-ne-mes/#respond,"Senegaal war naa soppi doxalinam su bëggee bokk ci réew yiy raw ëllëg. Sunu réew mii, am nay boroom xam-xam yu ràññeeku, ba tax nu xalaat ni menn réew ci àddina waru koo gën demin.",180,150->200
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/17/jang-ak-jangale-ci-jamonoy-mbas/#respond,"Xale yi gëmewuñu ko woon. Lu tol ni lekool di tëj ci diggu at mi, du muur mburaake la. Ñu kontaan, naan ndax Yàlla nu nopalu. Waaye diir bu gàtt moo ci tegu, ñu tàmbalee laaj seen i way-jur kañ lañuy dellu lekool. Li am moo di ne dañoo dem ba namm seen i xarit, bëgg a fo ak ñoom mbaa xéy rekk gàddu seen saak, sàkkuji xam-xam, jàng lu bees. Rax-ci-dolli, tey, fi mbas mi tollu, kenn xamul ndax lekool dina ubbiwaat ren am déet.",428,400->450
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/17/gattalug-xibaar-yi-2/,"Seneraal Farãsuwaa Njaay a xaatim yégle biy wax ne ñiy liggéey ci kurélug Force-Covid giy saytu ak a doxal xeexub mbas mi, « feddaliwaat nañ seen yéene ci liggéey ngir Yàlla ci jamonoy mbas mi. » Yégle bii, nag, biralees na ko ginnaaw bi coowal ndàmpaayu 3,5 milyoŋ yi jibee ñeel aji-bokk bu ci nekk. Coow looloo sababoon sax geddug Abiib Sy mi fa teewaloon kujje gi. Moom, nag, nee na tuuma yees teg ci kow kujje gi, wax ne ñooy làqu di déey taskati xibaar yi lépp lu xew ci kurél gi, ñoo ko tax a gedd.",504,500->550
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/17/gattalug-xibaar-yi-2/#respond,"Seneraal Farãsuwaa Njaay a xaatim yégle biy wax ne ñiy liggéey ci kurélug Force-Covid giy saytu ak a doxal xeexub mbas mi, « feddaliwaat nañ seen yéene ci liggéey ngir Yàlla ci jamonoy mbas mi. » Yégle bii, nag, biralees na ko ginnaaw bi coowal ndàmpaayu 3,5 milyoŋ yi jibee ñeel aji-bokk bu ci nekk. Coow looloo sababoon sax geddug Abiib Sy mi fa teewaloon kujje gi. Moom, nag, nee na tuuma yees teg ci kow kujje gi, wax ne ñooy làqu di déey taskati xibaar yi lépp lu xew ci kurél gi, ñoo ko tax a gedd.",504,500->550
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/05/gattalug-xibaar-yi/,"GINE–BISAAWO : Jàngoroy Covid-19 bi song na nguuru Gine-Bisaawo, ñetti jawriñ ñoo ko ame : njiital jawriñ li, jawriñu kaaraange biir réew mi ak jawriñu jiñ dénk wér-gi-yaram.",174,150->200
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/05/05/gattalug-xibaar-yi/#respond,"GINE–BISAAWO : Jàngoroy Covid-19 bi song na nguuru Gine-Bisaawo, ñetti jawriñ ñoo ko ame : njiital jawriñ li, jawriñu kaaraange biir réew mi ak jawriñu jiñ dénk wér-gi-yaram.",174,150->200
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/04/28/bu-dul-woon-doxandeem-yi-mbas-mi-du-naane-neex-afrig-doktoor-seydu-jallo-2/,"Séydu Jàllo : Maa ngi leen di fey, di leen jaajëfal ci li ngeen ma tànn ngir waxtaane mbasum Covid-19 bi. Man, Séydu Jàllo laa tudd. Farmasiyeŋ laa ak biyolosist. Nekkoon naa tamit « interne des hôpitaux » te am naa lijaasa « Master » ci « immunologie et infections », maanaam xam-xamu kiiraayu biir yaram ak ség.",313,300->350
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/04/28/bu-dul-woon-doxandeem-yi-mbas-mi-du-naane-neex-afrig-doktoor-seydu-jallo-2/#respond,"Séydu Jàllo : Maa ngi leen di fey, di leen jaajëfal ci li ngeen ma tànn ngir waxtaane mbasum Covid-19 bi. Man, Séydu Jàllo laa tudd. Farmasiyeŋ laa ak biyolosist. Nekkoon naa tamit « interne des hôpitaux » te am naa lijaasa « Master » ci « immunologie et infections », maanaam xam-xamu kiiraayu biir yaram ak ség.",313,300->350
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/04/28/fan-lanu-jem-ak-nakki-bill-gates-yi/,"Nee ñu, gëstukat yooyu kat, dañoo jàpp ne li àddina si am ciy nit dafa ëpp. Bu yàggee, dootuñu xaj ci kow suuf, dund bi dootul doy te kon xiif dina rey ñu bare. Ndaxte, suuf si dina dem ba dootul nangu, dara dootul meññ ; géej gi dina yulleeku ba jeex tàkk. Ci gàttal, dara dootul doy. Kon, ci gis-gisu ñooñu, warees na wàññi doomi-aadama yi bala njaaxum loolu di am.",367,350->400
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/04/28/fan-lanu-jem-ak-nakki-bill-gates-yi/#respond,"Nee ñu, gëstukat yooyu kat, dañoo jàpp ne li àddina si am ciy nit dafa ëpp. Bu yàggee, dootuñu xaj ci kow suuf, dund bi dootul doy te kon xiif dina rey ñu bare. Ndaxte, suuf si dina dem ba dootul nangu, dara dootul meññ ; géej gi dina yulleeku ba jeex tàkk. Ci gàttal, dara dootul doy. Kon, ci gis-gisu ñooñu, warees na wàññi doomi-aadama yi bala njaaxum loolu di am.",367,350->400
https://www.defuwaxu.com,Bàyyi ci xel,https://www.defuwaxu.com/2019/03/26/sandikaa-njabootu-alfabetisaasiyon-juddu-na/,"Njiit yi fi nekk tey, ku ci nekk ba ngay doon lawax di sàkku ñu fal la, biral ngay dige ñeel làmmiñi réew mi. Waaye ku ci toog, daldi fàtte la nga dige woon, fàtte askan wi. Bu weesoo coppati as tuut ci nafag réew mi ngir jagleel ko pulaar, joolaa, séeréer, wolof ak ñoom seen, nguur gi tus la leen defalul. Waaw, ginnaaw bees nattee xaalis bi réew mi soxla ci at mi, téeméer boo ci jël, dërëm lees ci jagleel làmmiñi réew mi. Xam ngeen ni lii bu dul yabaate yit, ag xeebeel bu amul àpp la. Leeg-leeg sax danga naan doxandéem yee nu gën a fonk sunuy làmmiñ, gën noo xam seen dayook seen njariñ. Waaye, ba tey, warees na xoolaat seen doxalin ñoom tamit.",652,650->700
https://www.defuwaxu.com,Bàyyi ci xel,https://www.defuwaxu.com/2019/03/26/sandikaa-njabootu-alfabetisaasiyon-juddu-na/#respond,"Njiit yi fi nekk tey, ku ci nekk ba ngay doon lawax di sàkku ñu fal la, biral ngay dige ñeel làmmiñi réew mi. Waaye ku ci toog, daldi fàtte la nga dige woon, fàtte askan wi. Bu weesoo coppati as tuut ci nafag réew mi ngir jagleel ko pulaar, joolaa, séeréer, wolof ak ñoom seen, nguur gi tus la leen defalul. Waaw, ginnaaw bees nattee xaalis bi réew mi soxla ci at mi, téeméer boo ci jël, dërëm lees ci jagleel làmmiñi réew mi. Xam ngeen ni lii bu dul yabaate yit, ag xeebeel bu amul àpp la. Leeg-leeg sax danga naan doxandéem yee nu gën a fonk sunuy làmmiñ, gën noo xam seen dayook seen njariñ. Waaye, ba tey, warees na xoolaat seen doxalin ñoom tamit.",652,650->700
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/01/27/balla-gay-moodu-loo-naar-ci-dara/,"Ndeysaan, xalam demoon na bay neex, buum ga saay.",49,0->50
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/01/03/dige-geej-kilibu-seex-aliyu-ndaw-tekki-mbaa-lab/,"Léegi nag, nan xuus tuuti ci biir gaal gi walla boog ci biir téere bi…",70,50->100
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/04/28/li-may-ragal-laaj-tontu-ak-doktoor-seydu-jallo-ii/,"Séydu Jàllo : Waaw. Jàpp naa ne, dogal yi ak matuwaay yi nguur gi jël baax nañ. Ci sunu wàllu bopp, noo ngi koy rafetlu. Wiris bi amul ay tànk, nit ñee koy tasaare. Moo tax, dogal yeek matuwaay yi baax, rawatina liñ tere mbooloo yi.",232,200->250
